구분,유저,챗봇,
내과,"복통이 너무 심해.","복통의 원인으로는 위장, 신장 등의 문제 혹은 대장의 문제일 수 있습니다. 복통은 통증의 위치에 따라 많은 원인이 있으니 증상이 심하시면 가까운 병원에 내원해보세요. HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
내과,"두통이 너무 심해.","”두통의 원인으로는 스트레스, 편두통, 뇌졸증, 긴장성 두통 등이 있습니다. 보통 약을 먹거나 휴식을 취하면 괜찮아지지만, 횟수가 너무 잦거나 증상이 심하시면 가까운 병원에 내원해보세요. HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)”"
내과,"너무 무기력해.","”무기력증의 원인으로는 심한 피로, 바이러스 감염 등이 있습니다. 또 근심-걱정이 너무 심한 경우에도 무기력한 증상이 찾아올 수 있습니다. 증상이 심하시면 가까운 병원에 내원해보세요. HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (hhttps://tukdoctor.shop/)”"
내과,"머리가 너무 아파.","”두통의 원인으로는 스트레스, 편두통, 뇌졸증, 긴장성 두통 등이 있습니다. 보통 약을 먹거나 휴식을 취하면 괜찮아지지만, 횟수가 너무 잦거나 증상이 심하시면 가까운 병원에 내원해보세요. HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)”"
내과,"혈압이 너무 높아.","”고혈압은 혈압 측정 시 많은 양의 혈압이 동맥에 가해질 때 발생합니다. 가장 일반적인 원인으로는 심장과 혈관의 압력이 증가하는 생활 습관, 비만, 대사증후군 등이 있습니다. 가까운 병원에 내원해보세요. HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)”"
내과,"고혈압의 원인을 알려줘.","”고혈압은 혈압 측정 시 많은 양의 혈압이 동맥에 가해질 때 발생합니다. 가장 일반적인 원인으로는 심장과 혈관의 압력이 증가하는 생활 습관, 비만, 대사증후군 등이 있습니다. 가까운 병원에 내원해보세요. HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)”"
내과,"저혈압의 원인을 알려줘","”낮은 혈압은 대개 혈압이 정상 수준보다 낮게 측정될 때 발생합니다. 이는 갑작스러운 혈압 강하, 출혈, 심장 질환 등의 원인으로 발생할 수 있습니다. 증상이 심하시면 가까운 병원에 내원해보세요. HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)”"
내과,"가슴 통증이 너무 심해.","”가슴 통증은 매우 다양한 원인으로 인해 발생할 수 있습니다. 가장 일반적인 원인으로는 심장 질환, 폐 질환, 소화기 질환 등이 있습니다. 가슴 통증은 심각한 질환이 원인일 수 있기 때문에 신속한 진단과 치료가 필요합니다. 증상이 심하시면 가까운 병원에 내원해보세요. HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)”"
내과,"숨 쉬기가 너무 힘들어.","”운동을 격하게 혹은 열심히 하셨나요? 그게 아니라면 호흡 곤란은 다양한 원인으로 인해 발생할 수 있습니다. 원인으로는 천식, 폐 질환, 심장 질환, 폐색증, 폐부종 등이 있습니다. 증상이 심하시면 가까운 병원에 내원해보세요. HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)”"
내과,"호흡곤란일 때는 어떻게 해?.","”운동을 격하게 혹은 열심히 하셨나요? 그게 아니라면 호흡 곤란은 다양한 원인으로 인해 발생할 수 있습니다. 원인으로는 천식, 폐 질환, 심장 질환, 폐색증, 폐부종 등이 있습니다. 침착하게 호흡을 돌이켜보세요. 그게 어렵다면 가까운 병원에 내원해보세요. HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)”"
내과,"몸무게가 너무 줄었어.","”체중감소의 원인으로는 다이어트, 건강한 식이요법, 당뇨병, 암 등이 있습니다. 다이어트를 하지 않았는데 갑자기 체중이 급격히 감소했다면 반드시 가까운 병원에 내원해보세요. HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)”"
내과,"손이랑 발이 너무 저려","”손발저림의 원인으로는 당뇨병, 신경병증 등이 있습니다.  다른 경우로는 허리 디스크 증상이 심할경우 손발과 같은 신체 말단 부위가 저릴 수 있습니다. 가까운 병원에 내원해보세요. HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)”"

이비인후과,"코출혈이 자주 발생해요.","코출혈의 원인은 '건조한 대기', '부상', '비염', '혈액질환' 등이 있을 수 있습니다. 이비인후과 전문의의 상담과 검진을 받아 원인을 확인하고 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코막힘과 코막힌 느낌이 들어요.","코막힘과 코막힌 느낌의 원인은 비염, 부비동염, 코 폴립, 알레르기, 코골루 등이 있습니다. 가까운 이비인후과를 찾아 진단과 치료를 받아보세요. HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코막힘과 코 출혈이 함께 나타나요.","코막힘과 코 출혈이 함께 나타나는 경우 '비염', '부비동염', '코 폴립', '혈관이상', '코 출혈질환' 등이 원인일 수 있습니다. 이비인후과 전문의의 상담과 검진을 통해 원인을 확인하고 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주위에 발진이 생겼어요.","코 주위에 발진이 생길 수 있는 원인은 '알러지', '피부염', '포진', '키즈 콘택트 데르마티티스' 등이 있을 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코가 계속 가렵고 따가워요.","코가 계속 가렵고 따가운 증상의 원인은 '알러지', '비염', '부비동염', '코골루', '비루코효인후증후군' 등이 있을 수 있습니다. 이비인후과에서 정확한 원인을 진단 받고 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주위에 발적이 있어요.","코 주위에 발적이 있는 경우 '피부염', '포진', '키즈 콘택트 데르마티티스', '아토피 피부염', '지루성 피부염' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코가 무지개빛으로 발적이 있어요.","코가 무지개빛으로 발적이 있는 경우 '코골루', '비루코효인후증후군', '피부염', '알러지' 등이 원인일 수 있습니다. 이비인후과에서 정확한 원인을 진단 받고 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변에 뾰루지가 나타나요.","코 주변에 뾰루지가 나타나는 경우 '피부염', '지루성 피부염', '여드름' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요. (https://tukdoctor.shop/)"
이비인후과,"코 주변에 피부가 따가워요.","코 주변 피부가 따가운 증상은 '지루성 피부염', '피부염', '키즈 콘택트 데르마티티스', '아토피 피부염' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변에 피부가 가렵고 따가워요.","코 주변 피부가 가렵고 따가운 증상은 '알러지', '지루성 피부염', '아토피 피부염', '피부염' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변에 피부가 건조하고 갈라져요.","코 주변 피부가 건조하고 갈라진 경우 '피부건조증', '아토피 피부염', '지루성 피부염' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변에 피부가 붓고 빨개져요.","코 주변 피부가 붓고 빨개진 경우 '피부염', '알러지', '지루성 피부염' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변에 피부가 딱딱하게 변했어요.","코 주변 피부가 딱딱하게 변한 경우 '피부각화증', '피부염', '지루성 피부염' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변에 작은 발진이 나타나요.","코 주변에 작은 발진이 나타나는 경우 '뾰루지', '여드름', '지루성 피부염' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요. (https://tukdoctor.shop/)"
이비인후과,"코 주변에 피부가 가렵고 뾰루지가 나타나요.","코 주변 피부가 가렵고 뾰루지가 나타나는 경우 '피부염', '뾰루지', '알러지', '지루성 피부염' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변 피부가 무좀 같이 가려워요.","코 주변 피부가 무좀과 같이 가려운 경우 '무좀', '피부염', '지루성 피부염' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변 피부가 건조하고 갈라지며 가려워요.","코 주변 피부가 건조하고 갈라지며 가려운 경우 '피부건조증', '아토피 피부염', '지루성 피부염' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변 피부에 발진이 나타나고 가렵고 빨갛게 변했어요.","코 주변 피부에 발진이 나타나고 가렵고 빨갛게 변한 경우 '피부염', '알러지 반응', '지루성 피부염' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변 피부가 붓고 통증이 있어요.","코 주변 피부가 붓고 통증이 있는 경우 '피부감염', '농양', '피부염' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변 피부가 발적거리고 가려워요.","코 주변 피부가 발적거리고 가려운 경우 '지루성 피부염', '알러지', '피부염' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변 피부가 붓고 따가워요.","코 주변 피부가 붓고 따가운 경우 '피부염', '알러지 반응', '지루성 피부염' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변 피부에 발진이 나타나고 피부가 딱딱해져요.","코 주변 피부에 발진이 나타나고 피부가 딱딱해진 경우 '피부각화증', '피부염', '지루성 피부염' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변 피부가 건조하고 갈라지며 가려워요.","코 주변 피부가 건조하고 갈라지며 가려운 경우 '피부건조증', '아토피 피부염', '지알러지' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변 피부가 붓고 물집이 생기며 가려워요.","코 주변 피부가 붓고 물집이 생기며 가려운 경우 '농양', '피부염', '알러지 반응' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변 피부에 통증이 동반되며 발적거리고 가려워요.","코 주변 피부에 통증이 동반되며 발적거리고 가려운 경우 '피부감염', '피부염', '지루성 피부염' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변 피부에 뾰루지가 생기고 가려워요.","코 주변 피부에 뾰루지가 생기고 가려운 경우 '지루성 피부염', '피부염', '피부과 증상' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변 피부에 발진이 동반되며 빨갛고 가려워요.","코 주변 피부에 발진이 동반되며 빨갛고 가려운 경우 '피부염', '알러지 반응', '지루성 피부염' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변 피부에 발진과 함께 피부가 붓고 통증이 있어요.","코 주변 피부에 발진과 함께 피부가 붓고 통증이 있는 경우 '피부감염', '농양', '피부염' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변피부에 트러블이 있어요.","코 주변 피부에 트러블이 있는 경우 '여드름', '뾰루지', '피부과 증상' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변 피부에 상처가 생기고 가려워요.","코 주변 피부에 상처가 생기고 가려운 경우 '피부손상', '피부염', '알러지 반응' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변 피부에 발진이 계속되고 가려워요.","코 주변 피부에 발진이 계속되고 가려운 경우 '피부염', '지루성 피부염', '피부과 증상' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변 피부가 건조하고 가려워요.","코 주변 피부가 건조하고 가려운 경우 '피부건조', '피부염', '알러지 반응' 등이 원인일 수 있습니다. 적절한 피부 관리와 보습을 위해 이비인후과에서 진단을 받아보세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변 피부에 발진과 함께 피부가 붓고 빨갛어요.","코 주변 피부에 발진과 함께 피부가 붓고 빨갛은 경우 '피부염', '알러지 반응', '피부감염' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변 피부에 가려움증이 있고 피부가 건조해요.","코 주변 피부에 가려움증이 있고 피부가 건조한 경우 '피부건조', '피부염', '피부과 증상' 등이 원인일 수 있습니다. 적절한 피부 관리와 보습을 위해 이비인후과에서 진단을 받아보세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변 피부에 발진이 있고 피부가 가려워요.","코 주변 피부에 발진이 있고 피부가 가려운 경우 '피부염', '알러지 반응', '피부감염' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변 피부에 붉은 발진이 생기고 따가워요.","코 주변 피부에 붉은 발진이 생기고 따가운 증상이 있는 경우 '피부염', '지루성 피부염', '알러지 반응' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변 피부에 발진과 함께 피부가 가려워요.","코 주변 피부에 발진과 함께 피부가 가려운 경우 '피부염', '알러지 반응', '피부감염' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변 피부에 가려움증이 있고 피부가 붓고 붉어요.","코 주변 피부에 가려움증이 있고 피부가 붓고 붉은 경우 '피부염', '알러지 반응', '피부감염' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변 피부에 발진이 있고 피부가 건조하고 가려워요.","코 주변 피부에 발진이 있고 피부가 건조하고 가려운 경우 '피부염', '피부건조', '알러지 반응' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변 피부에 뾰루지가 생기고 가려워요.","코 주변 피부에 뾰루지가 생기고 가려운 경우 '지루성 피부염', '피부염', '피부과 증상' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)이비인후과, "코가 매일매일 막혀요.","코가 매일매일 막혀서 숨쉬기 힘든 경우 '비염', '코골통', '부비동염' 등이 원인일 수 있습니다. 이비인후과에서 코 및 부비동 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코 주변 피부에 붉은 발진이 생기고 따가워요.","코 주변 피부에 붉은 발진이 생기고 따가운 증상이 있는 경우 '피부염', '지루성 피부염', '알러지 반응' 등이 원인일 수 있습니다. 이비인후과에서 피부 검진과 진단을 받아 적절한 치료를 시작하세요.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"이명 소리가 계속 들려요.","이명 소리가 계속 들리는 경우 '이명증', '난청', '외이도 출혈' 등이 원인일 수 있습니다.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"인후통과 목이 아픈데 열은 없어요.","인후통과 목이 아픈데 열은 없는 경우 '인후두염', '편도선염', '후두 결절' 등이 원인일 수 있습니다.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코피가 자주 나와요.","코피가 자주 나오는 경우 '비루', '비강 혈종', '코 혈관확장' 등이 원인일 수 있습니다.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코가 계속 풍길려고 해요.","코가 계속 풍길려고 하는 경우 '코 뾰족이', '코 비대칭', '코 길이 불균형' 등이 원인일 수 있습니다.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"목소리가 끝까지 나오지 않아요.","목소리가 끝까지 나오지 않는 경우 '후두성 마비', '후두폐쇄부전증', '기도협착증' 등이 원인일 수 있습니다.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"
이비인후과,"코가 고막에 붙어서 숨쉬기가 어려워요.","코가 고막에 붙어서 숨쉬기가 어려운 경우 '코점막과민성증후군', '고막기형', '비염성 고막염' 등이 원인일 수 있습니다.HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://tukdoctor.shop/)"

소아과,"아이가 고열이 지속돼요.","아이가 고열이 지속되면 “감기”, “독감”, “중이염”, “성인병” 같은 질병의 가능성이 있습니다. 가까운 소아과를 방문해보세요. HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요.(https://www.heydoctor.com)"
소아과,"아이가 기침을 해요.","아이가 기침을 한다는 것은 호흡기에 문제가 생긴 것을 나타낼 수 있습니다. “감기”, “독감”, “폐렴”, “천식”, “아토피 피부염” 같은 질병의 가능성이 있습니다. 가까운 소아과를 방문해보세요. HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://www.heydoctor.com)"
소아과,"아이가 설사를 해요.","아이가 설사 증상을 보인다는 것은 소화기관에 문제가 생긴 것을 나타낼 수 있습니다. “위장관 감염”, “소화불량”, “알레르기성 대장염” 같은 질병의 가능성이 있습니다. 가까운 소아과를 방문해보세요. HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://www.heydoctor.com)"
소아과,"아이의 피부가 빨개져요.","아이의 피부가 빨개지는 증상은 다양한 질병이나 원인에 의해 발생할 수 있습니다. “아토피 피부염”, “건선”, “습진”, “감염”, “알레르기” 같은 원인이 있습니다. 가까운 소아과를 방문해보세요. HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://www.heydoctor.com)"
소아과,"아이의 피부에 뭐가 났어요.","아이의 피부에 나타나는 발진이나 반점은 다양한 원인에 의해 발생합니다. “아토피 피부염”, “수두”, “로제아”, “습진”, “알레르기 반응” 같은 질병과 원인이 있습니다. 가까운 소아과를 방문해보세요. HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://www.heydoctor.com)"
소아과,"아이가 복통을 호소해요.","아이가 복통을 느끼는 경우 “위염”, “설사”, “변비”, “위장관 기능 이상”, “간질성 복통”, “신장 결석” 같은 질병이 있습니다. 가까운 소아과를 방문해보세요. HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://www.heydoctor.com)"
소아과,"아이의 컨디션이 좋지않아.","아이의 컨디션이 좋지 않은 경우 원인이 다양할 수 있습니다. “감기”, “독감”, 신경성 식욕 부진증”, “체중 부족” 등의 원인이 있습니다. 가까운 소아과를 방문해보세요. HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://www.heydoctor.com)"

정형외과,"교통사고를 당했는데 몸이 뻐근해.","교통사고 후 몸이 뻐근하다면 “뼈 손상”, “관절 손상”, “근육 손상”, “인대 손상”, “힘줄 손상” 같은 원인이 있습니다. 가까운 정형외과를 방문해보세요. HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://www.heydoctor.com)"
정형외과,"몸이 뻐근해.","교통사고 후 몸이 뻐근하다면 “뼈 손상”, “관절 손상”, “근육 손상”, “인대 손상”, “힘줄 손상” 같은 원인이 있습니다. 가까운 정형외과를 방문해보세요. HeyDoctor에서 근처 병원을 찾고, 예약을 할 수 있어요. (https://www.heydoctor.com)"
